,Created Time,Site,Partner Domain,OriginCity,DestinationCity,JourneyType,Out Date,Return Date,Num Adt,Num Cnn,Num Inf,Cabin Classes,Total Stops,ID,MarketingCarriers,Sessions ID,ID
30,2025-09-05 20:12:53,booking_us,booking,Honolulu,Seoul,Round-trip,2025-10-03,2025-10-17,1,0,0,Y,,2578,KE,1580287512751,2486591269
31,2025-09-05 20:12:53,booking_de,booking,Munich,Pantelleria,Round-trip,2025-09-24,2025-09-28,1,0,0,Y,5,4214,"EW,FR,LH,V7",1580301542926,2486598190
32,2025-09-05 20:12:53,booking_fr,booking,Paris,Tirana,One-Way,2025-10-26,,1,0,0,Y,1,3558,"FR,W4",1580183662388,2486599239
33,2025-09-05 20:12:53,booking_mt,booking,Kuwait,Kathmandu,Round-trip,2026-07-10,2026-08-10,1,0,0,Y,,2578,"AI,J9,KU",1580301243331,2486609082
34,2025-09-05 20:12:53,booking_de,booking,Munich,London,One-Way,2025-09-17,,1,0,0,Y,,3558,LH,1580198237664,2486614052
35,2025-09-05 20:12:52,booking_es,booking,Alicante,Paris,One-Way,2025-09-12,,1,0,0,Y,,3558,FR,1580206004169,2486483887
36,2025-09-05 20:12:52,booking_ae,booking,Abu Dhabi,Barcelona,Round-trip,2025-10-14,2025-10-17,1,0,0,Y,,4965,EY,1580289400475,2486484876
37,2025-09-05 20:12:52,booking_be,booking,Brussels,Krakow,Round-trip,2025-09-22,2025-09-22,1,0,0,Y,1,4965,"FR,U2",1580144062988,2486512559
38,2025-09-05 20:12:52,booking_uk,booking,London,Dubai,One-Way,2025-10-26,,1,0,0,Y,,3558,PC,1580183422661,2486513564
39,2025-09-05 20:12:52,booking_ch,booking,Zurich,Nuuk,One-Way,2025-09-08,,1,0,0,Y,,2575,"AF,FI",1580206303871,2486519543
40,2025-09-05 20:12:52,booking_us,booking,Dallas/Fort Worth,New York,Round-trip,2025-12-20,2025-12-24,3,3,0,Y,,2575,AA,1580196706288,2486525441
41,2025-09-05 20:12:52,booking_it,booking,Milan,Jeddah,Round-trip,2025-09-08,2025-09-18,1,0,0,Y,,2578,W4,1580274529212,2486532348
42,2025-09-05 20:12:52,booking_be,booking,Brussels,Marseille,Round-trip,2025-09-26,2025-09-29,1,0,0,Y,,2575,SN,1580227237265,2486545159
43,2025-09-05 20:12:52,booking_us,booking,Casablanca,Washington,Round-trip,2025-09-19,2025-10-11,1,0,0,Y,,2575,LH,1580204684115,2486547208
44,2025-09-05 20:12:52,booking_za,booking,Johannesburg,Durban,Round-trip,2025-09-26,2025-09-28,2,0,0,Y,,2575,FA,1580236323299,2486562047
45,2025-09-05 20:12:52,booking_nl,booking,Amsterdam,Cartagena,One-Way,2025-11-30,,3,0,0,Y,2,2575,"CM,UX",1580224266382,2486573407
46,2025-09-05 20:12:52,booking_uk,booking,Baghdad,London,One-Way,2025-09-27,,1,0,0,Y,,4965,TK,1580282110790,2486582277
47,2025-09-05 20:12:52,booking_fr,booking,Montpellier,Venice,Round-trip,2025-12-23,2025-12-27,2,0,0,Y,,2575,"AF,KL",1580224298161,2486584355
48,2025-09-05 20:12:52,booking_de,booking,Dusseldorf,Istanbul,One-Way,2025-10-21,,1,0,0,Y,,3558,PC,1580250387905,2486605081
49,2025-09-05 20:12:52,booking_de,booking,Dusseldorf,Tenerife,One-Way,2025-09-07,,1,0,0,Y,,3558,LH,1580244689357,2486606017
50,2025-09-05 20:12:52,booking_fr,booking,Paris,Heraklion,One-Way,2025-09-12,,1,0,0,Y,,3558,GQ,1580221629475,2486454626
51,2025-09-05 20:12:52,booking_au,booking,Brisbane,Melbourne,One-Way,2025-10-06,,1,0,0,Y,,3558,VA,1580220908499,2486457632
52,2025-09-05 20:12:52,booking_fr,booking,Paris,New York,Round-trip,2025-11-21,2025-11-28,1,0,0,Y,,3558,AA,1580206274117,2486468486
53,2025-09-05 20:12:52,booking_ie,booking,Montevideo,Ho Chi Minh City,Round-trip,2026-02-13,2026-03-07,1,0,0,Y,,3478,"AR,LA,QR,TK",1580249757823,2486476938
54,2025-09-05 20:12:52,booking_au,booking,Kuala Lumpur,Perth,One-Way,2025-09-12,,1,0,0,Y,,3558,MH,1580202674378,2486481845
55,2025-09-05 20:12:51,booking_fr,booking,Paris,Seoul,One-Way,2025-10-07,,1,0,0,Y,,3558,LH,1580202584401,2486429952
56,2025-09-05 20:12:51,booking_pl,booking,Zielona Gora,Warsaw,Round-trip,2025-10-24,2025-10-27,2,0,0,Y,,2576,LO,1580202763769,2486430816
57,2025-09-05 20:12:51,booking_es,booking,Madrid,Las Palmas,Round-trip,2025-09-10,2025-09-15,3,0,0,Y,,2575,IB,1580212147691,2486438925
58,2025-09-05 20:12:51,booking_fr,booking,Toulouse,Denpasar Bali,One-Way,2025-10-17,,1,0,0,Y,2,2578,"MU,U2",1580286641310,2486442822
59,2025-09-05 20:12:51,booking_uk,booking,London,Colombo,One-Way,2025-09-17,,1,0,0,Y,,3558,AI,1580224298210,2486448704
60,2025-09-05 20:12:51,booking_de,booking,Berlin,Paris,Round-trip,2025-12-14,2025-12-19,2,0,0,Y,,2575,U2,1580161370102,2486450675
61,2025-09-05 20:12:51,booking_us,booking,Mexico City,Los Angeles,One-Way,2025-09-19,,2,0,0,Y,,2575,VB,1580253447975,2486452715
62,2025-09-05 20:12:51,booking_us,booking,El Paso,San Jose Cabo,Round-trip,2025-10-12,2025-10-18,2,0,0,Y,,2575,AA,1580170004282,2486458598
63,2025-09-05 20:12:51,booking_us,booking,Akron/Canton,Savannah,Round-trip,2025-09-22,2025-09-25,1,0,0,Y,,4877,"AA,G4",1580210181202,2486464532
64,2025-09-05 20:12:51,booking_uk,booking,Brussels,Istanbul,Round-trip,2025-09-08,2025-09-11,2,0,0,Y,,2575,TK,1580206057821,2486494634
65,2025-09-05 20:12:51,booking_uk,booking,London,Bangkok,Round-trip,2026-01-07,2026-01-21,1,0,0,Y,,2576,CA,1580206003864,2486498704
66,2025-09-05 20:12:51,booking_de,booking,Munich,Funchal,Round-trip,2025-11-02,2025-11-08,1,0,0,Y,,2578,"DE,X3",1580278755371,2486501648
67,2025-09-05 20:12:51,booking_uk,booking,London,Munich,One-Way,2025-09-21,,1,0,0,Y,,3558,SN,1580183032968,2486502681
68,2025-09-05 20:12:51,booking_au,booking,Brisbane,Denpasar Bali,One-Way,2025-09-12,,1,0,0,Y,,3558,VA,1580241061674,2486534400
69,2025-09-05 20:12:51,booking_fr,booking,Paris,Geneva,Round-trip,2025-09-12,2025-09-14,1,0,0,Y,,2578,U2,1580274367765,2486540223
70,2025-09-05 20:12:51,booking_mx,booking,Warsaw,Mexico City,Round-trip,2025-11-09,2025-12-13,1,0,0,Y,,2575,BA,1580230438682,2486542246
71,2025-09-05 20:12:51,booking_es,booking,Malaga,Fuerteventura,Round-trip,2025-10-08,2025-10-13,2,1,0,Y,,2578,VY,1580174156357,2486547207
72,2025-09-05 20:12:51,booking_de,booking,Frankfurt,Nadi,Round-trip,2026-02-11,2026-02-25,1,0,0,Y,,2578,SQ,1580267785702,2486581312
73,2025-09-05 20:12:51,booking_pl,booking,Warsaw,Hyderabad,Round-trip,2025-10-10,2025-10-11,1,0,0,Y,3,4214,"6E,G9,LO",1580289221377,2486599238
74,2025-09-05 20:12:51,booking_at,booking,Vienna,Milan,Round-trip,2025-10-24,2025-10-26,4,0,0,Y,,2578,"LH,U2",1580240222005,2486607154
75,2025-09-05 20:12:51,booking_uk,booking,London,Kochi,One-Way,2025-10-26,,1,0,0,Y,,3558,AI,1580180724037,2486616061
76,2025-09-05 20:12:51,booking_uk,booking,London,Mumbai,One-Way,2025-10-16,,1,0,0,Y,,3558,BA,1580183662384,2486620030
77,2025-09-05 20:12:50,booking_es,booking,Barcelona,Porto,One-Way,2025-09-21,,1,0,0,Y,,3558,IB,1580185493213,2486482883
78,2025-09-05 20:12:50,booking_de,booking,Berlin,Rome,One-Way,2025-10-21,,1,0,0,Y,1,3558,"EW,U2",1580250657689,2486486795
79,2025-09-05 20:12:50,booking_om,booking,Muscat,Salalah,Round-trip,2025-10-04,2025-10-11,1,0,0,Y,,2578,X1,1580225646749,2486499569
80,2025-09-05 20:12:50,booking_it,booking,Milan,Palermo,Round-trip,2026-01-01,2026-01-05,2,2,0,Y,,4965,AZ,1580287872199,2486520475
81,2025-09-05 20:12:50,booking_es,booking,Barcelona,Ibiza,One-Way,2025-10-01,,1,0,0,Y,,3558,VY,1580223608059,2486522480
82,2025-09-05 20:12:50,booking_de,booking,Stuttgart,Istanbul,Round-trip,2025-10-04,2025-10-11,1,0,0,Y,,2575,VF,1580223607967,2486523446
83,2025-09-05 20:12:50,booking_uk,booking,London,Tenerife,Round-trip,2025-09-29,2025-10-06,1,0,0,Y,,3558,U2,1580224927626,2486525440
84,2025-09-05 20:12:50,booking_ca,booking,Montreal,Tunis,Round-trip,2025-10-13,2025-10-31,1,0,0,Y,,2575,AF,1580204954187,2486527406
85,2025-09-05 20:12:50,booking_de,booking,Dusseldorf,Atlanta,Round-trip,2026-07-27,2026-08-23,2,2,0,Y,,2575,SK,1580205733476,2486535346
86,2025-09-05 20:12:50,booking_de,booking,Munich,London,One-Way,2025-09-17,,1,0,0,Y,,3558,LH,1580198237664,2486549249
87,2025-09-05 20:12:50,booking_ro,booking,Timisoara,Seoul,Round-trip,2026-08-05,2026-08-20,2,1,0,Y,,2575,"LH,OZ",1580166766766,2486557085
88,2025-09-05 20:12:50,booking_bh,booking,Dammam,Jeddah,Round-trip,2025-11-15,2025-11-25,1,0,0,Y,,2578,F3,1580204983978,2486590276
89,2025-09-05 20:12:50,booking_ch,booking,Geneva,Amsterdam,Round-trip,2025-10-23,2025-10-26,2,1,0,Y,,2575,KL,1580202490360,2486599237
90,2025-09-05 20:12:50,booking_se,booking,Dubai,Copenhagen,One-Way,2025-09-06,,2,1,0,Y,,2575,PC,1580204984177,2486604047
91,2025-09-05 20:12:50,booking_uk,booking,London,Phuket,One-Way,2025-09-18,,1,0,0,Y,,2575,CA,1580224357541,2486604048
92,2025-09-05 20:12:50,booking_uk,booking,London,Denpasar Bali,One-Way,2025-09-29,,1,0,0,Y,2,3558,"EY,QZ",1580234284787,2486607153
93,2025-09-05 20:12:50,booking_uk,booking,London,Dubai,One-Way,2025-10-26,,1,0,0,Y,,3558,PC,1580183422661,2486613064
94,2025-09-05 20:12:50,booking_es,booking,Madrid,Venice,One-Way,2025-09-12,,1,0,0,Y,,3558,IB,1580171845922,2486425965
95,2025-09-05 20:12:50,booking_fr,booking,Toulouse,Paris,Round-trip,2025-10-06,2025-10-10,1,0,0,Y,,2575,AF,1580227112946,2486428986
96,2025-09-05 20:12:50,booking_es,booking,Madrid,Barcelona,One-Way,2025-09-29,,1,0,0,Y,,3558,IB,1580224537975,2486437860
97,2025-09-05 20:12:50,booking_de,booking,Dusseldorf,Istanbul,One-Way,2025-10-21,,1,0,0,Y,,3558,PC,1580244149639,2486447778
98,2025-09-05 20:12:50,booking_de,booking,Berlin,Pula,Round-trip,2026-06-25,2026-06-30,2,0,0,Y,,5005,U2,1580234852101,2486448703
99,2025-09-05 20:12:50,booking_uk,booking,Paris,Amritsar,One-Way,2025-10-16,,2,1,1,Y,2,2578,"G9,IX,TO",1580284964005,2486468485
100,2025-09-05 20:12:50,booking_fr,booking,Algiers,Vancouver,Round-trip,2025-09-12,2025-09-24,1,0,0,Y,,4965,"AC,LH",1580294613904,2486477928
101,2025-09-05 20:12:49,booking_ie,booking,Sao Paulo,President Prudente,One-Way,2025-09-12,,1,0,0,Y,,2575,G3,1580204816947,2486443810
102,2025-09-05 20:12:49,booking_us,booking,New York,Bangkok,Round-trip,2025-09-29,2025-10-31,1,0,0,Y,,2575,NH,1580183656933,2486459514
103,2025-09-05 20:12:49,booking_uk,booking,London,Algiers,Round-trip,2026-08-10,2026-08-31,1,0,0,Y,,2575,"AZ,LH",1580219469353,2486466458
104,2025-09-05 20:12:49,booking_th,booking,Chiang Mai,Krabi,One-Way,2025-09-07,,2,0,0,Y,1,4965,FD,1580290354723,2486480857
105,2025-09-05 20:12:49,booking_es,booking,Valencia,Rome,Round-trip,2025-10-07,2025-10-10,1,0,0,Y,,3558,FR,1580223787956,2486484875
106,2025-09-05 20:12:49,booking_pt,booking,Horta,Lisbon,Round-trip,2025-09-15,2025-09-16,1,0,0,Y,,2578,"S4,SP",1580224806442,2486486794
107,2025-09-05 20:12:49,booking_in,booking,Delhi,Toronto,Round-trip,2026-04-30,2026-05-31,1,0,0,Y,,2575,AC,1580204953975,2486488733
108,2025-09-05 20:12:49,booking_uk,booking,London,Colombo,One-Way,2025-09-17,,1,0,0,Y,,3558,AI,1580253867840,2486494633
109,2025-09-05 20:12:49,booking_nl,booking,Amsterdam,Phuket,Round-trip,2025-10-23,2025-11-11,3,0,0,Y,,2578,QR,1580279295505,2486496697
110,2025-09-05 20:12:49,booking_au,booking,Perth,Denpasar Bali,One-Way,2026-01-05,,1,0,0,Y,,3558,JQ,1580183662381,2486504602
111,2025-09-05 20:12:49,booking_pt,booking,Lisbon,Rome,Round-trip,2025-11-03,2025-11-06,2,0,0,Y,,4214,"TP,W4",1580237581899,2486527405
112,2025-09-05 20:12:49,booking_uk,booking,London,Munich,One-Way,2025-09-21,,1,0,0,Y,,3558,SN,1580223638027,2486547206
113,2025-09-05 20:12:49,booking_de,booking,Munich,Palma Mallorca,Round-trip,2025-10-06,2025-10-13,1,0,0,Y,,3558,"DE,EW",1580180723949,2486550204
114,2025-09-05 20:12:49,booking_it,booking,Bari,Barcelona,Round-trip,2025-09-28,2025-10-03,2,0,0,Y,,2575,VY,1580204682290,2486583316
115,2025-09-05 20:12:49,booking_au,booking,Sydney,Brisbane,One-Way,2025-10-06,,1,0,0,Y,,3558,JQ,1580206214070,2486586270
116,2025-09-05 20:12:49,booking_uk,booking,London,Kochi,One-Way,2025-10-26,,1,0,0,Y,,3558,AI,1580200965569,2486586271
117,2025-09-05 20:12:49,booking_au,booking,Brisbane,Sydney,One-Way,2025-10-06,,1,0,0,Y,,3558,JQ,1580254017732,2486587243
118,2025-09-05 20:12:49,booking_de,booking,Cologne,Dubai,One-Way,2025-10-01,,2,0,0,Y,,2578,EW,1580294617843,2486599235
119,2025-09-05 20:12:49,booking_us,booking,Allentown/Bethlehem/Easton,Panama City,One-Way,2025-10-12,,1,0,0,Y,,2575,AA,1580239801400,2486599236
120,2025-09-05 20:12:49,booking_at,booking,Erbil,Antalya,One-Way,2025-09-15,,6,3,0,Y,,2575,PC,1580202853031,2486604046
121,2025-09-05 20:12:49,booking_au,booking,Kuala Lumpur,Perth,One-Way,2025-09-12,,1,0,0,Y,,3558,MH,1580202674378,2486609081
122,2025-09-05 20:12:49,booking_fr,booking,Paris,Heraklion,One-Way,2025-09-12,,1,0,0,Y,,3558,GQ,1580207683476,2486611059
123,2025-09-05 20:12:49,booking_it,booking,Milan,Madrid,One-Way,2025-10-14,,1,0,0,Y,,3558,FR,1580241061671,2486614051
124,2025-09-05 20:12:49,booking_de,booking,Kathmandu,London,One-Way,2025-09-09,,1,0,0,Y,,4214,AI,1580297849061,2486616060
125,2025-09-05 20:12:48,booking_in,booking,Delhi,Lisbon,One-Way,2025-09-20,,1,0,0,Y,,2578,EY,1580180722710,2486488732
126,2025-09-05 20:12:48,booking_de,booking,Berlin,Bodrum,Round-trip,2025-10-25,2025-10-31,2,0,0,Y,3,2575,"FR,PC,VF",1580183662247,2486502680
127,2025-09-05 20:12:48,booking_uk,booking,London,Tenerife,Round-trip,2025-09-29,2025-10-06,1,0,0,Y,,3558,U2,1580230445439,2486529383
128,2025-09-05 20:12:48,booking_de,booking,Sofia,Munich,One-Way,2025-09-13,,2,0,0,Y,,2575,PC,1580250506722,2486532347
129,2025-09-05 20:12:48,booking_au,booking,Brisbane,Melbourne,One-Way,2025-10-06,,1,0,0,Y,,3558,VA,1580220908499,2486535345
130,2025-09-05 20:12:48,booking_au,booking,Brisbane,Denpasar Bali,One-Way,2025-09-12,,1,0,0,Y,,3558,VA,1580199557006,2486539288
131,2025-09-05 20:12:48,booking_fr,booking,Paris,Heraklion,One-Way,2025-09-12,,1,0,0,Y,,3558,GQ,1580242980352,2486540222
132,2025-09-05 20:12:48,booking_ae,booking,Dubai,London,One-Way,2025-09-07,,1,0,0,Y,,2575,BA,1580235333230,2486546246
133,2025-09-05 20:12:48,booking_pt,booking,Sao Paulo,Lisbon,One-Way,2026-01-09,,1,0,0,Y,,2575,DT,1580230442519,2486599234
134,2025-09-05 20:12:48,booking_de,booking,Munich,Bangkok,Round-trip,2025-11-13,2025-11-29,1,0,0,Y,,2575,QR,1580224267834,2486600158
135,2025-09-05 20:12:48,booking_it,booking,Rome,Paphos,One-Way,2025-10-06,,1,0,0,Y,,2575,FR,1580224537461,2486606016
136,2025-09-05 20:12:48,booking_us,booking,Zagreb,Chania,Round-trip,2026-08-07,2026-08-14,3,0,0,Y,,4965,"A3,LH,OS",1580292486016,2486607152
137,2025-09-05 20:12:48,booking_us,booking,Miami,Mexico City,Round-trip,2025-10-13,2025-10-17,2,0,0,Y,,4965,AA,1580183422546,2486620029
138,2025-09-05 20:12:48,booking_uk,booking,Manchester,Islamabad,Round-trip,2025-10-23,2025-11-01,2,2,0,Y,,4833,GF,1580226605762,2486429951
139,2025-09-05 20:12:48,booking_nl,booking,Split,Zagreb,One-Way,2025-10-24,,4,1,0,Y,,2575,OU,1580166795074,2486455664
140,2025-09-05 20:12:48,booking_de,booking,Stuttgart,Palma Mallorca,Round-trip,2025-09-21,2025-09-28,1,0,0,Y,,3558,EW,1580221629468,2486476936
141,2025-09-05 20:12:48,booking_dk,booking,Copenhagen,Rhodes,One-Way,2025-09-22,,2,0,0,Y,1,2575,FR,1580223847902,2486476937
142,2025-09-05 20:12:48,booking_es,booking,Alicante,Chisinau,One-Way,2025-10-04,,1,0,0,Y,1,2575,"FR,W4",1580224897587,2486477926
143,2025-09-05 20:12:47,booking_fr,booking,Paris,Montreal,One-Way,2025-09-16,,1,0,0,Y,,3558,TS,1580224388098,2486442821
144,2025-09-05 20:12:47,booking_uk,booking,London,Dubai,One-Way,2025-10-26,,1,0,0,Y,,3558,VF,1580183422661,2486455663
145,2025-09-05 20:12:47,booking_de,booking,Munster,Antalya,One-Way,2025-09-07,,1,0,0,Y,,3558,XQ,1580209663086,2486479821
146,2025-09-05 20:12:47,booking_fr,booking,Algiers,Vancouver,Round-trip,2025-09-12,2025-09-24,1,0,0,Y,,4965,AC,1580294613904,2486480856
147,2025-09-05 20:12:47,booking_fr,booking,Paris,Larnaca,One-Way,2025-09-12,,1,0,0,Y,,3558,LH,1580232935463,2486486793
148,2025-09-05 20:12:47,booking_uk,booking,London,Mumbai,One-Way,2025-10-16,,1,0,0,Y,,3558,AI,1580219469681,2486489767
149,2025-09-05 20:12:47,booking_es,booking,Valencia,Rome,Round-trip,2025-10-07,2025-10-10,1,0,0,Y,,3558,FR,1580224807689,2486496695
150,2025-09-05 20:12:47,booking_gr,booking,Athens,New York,Round-trip,2025-12-22,2026-01-04,1,0,0,Y,,4214,TK,1580286148694,2486504601
151,2025-09-05 20:12:47,booking_es,booking,Barcelona,Porto,One-Way,2025-09-21,,1,0,0,Y,,3558,IB,1580202464409,2486522479
152,2025-09-05 20:12:47,booking_us,booking,Kansas City,Bangkok,Round-trip,2025-09-09,2026-02-10,1,0,0,Y,,2575,JL,1580224773521,2486532346
153,2025-09-05 20:12:47,booking_de,booking,Dusseldorf,Istanbul,One-Way,2025-10-21,,1,0,0,Y,,3558,PC,1580244149633,2486535344
154,2025-09-05 20:12:47,booking_de,booking,Berlin,Stockholm,Round-trip,2026-01-05,2026-01-09,2,3,0,Y,,2578,D8,1580300943434,2486549248
155,2025-09-05 20:12:47,booking_de,booking,Berlin,Rome,One-Way,2025-10-21,,1,0,0,Y,,3558,FR,1580239802768,2486556127
156,2025-09-05 20:12:47,booking_se,booking,Geneva,Stockholm,One-Way,2025-10-18,,1,0,0,Y,,5005,LX,1580291611861,2486562046
157,2025-09-05 20:12:47,booking_de,booking,Munich,Palma Mallorca,Round-trip,2025-10-06,2025-10-09,1,0,0,Y,,3558,DE,1580178683572,2486583314
158,2025-09-05 20:12:47,booking_uk,booking,Manchester,Karachi,One-Way,2025-11-08,,1,0,0,Y,,2578,EY,1580300068367,2486604045
159,2025-09-05 20:12:47,booking_uk,booking,London,Denpasar Bali,One-Way,2025-09-29,,1,0,0,Y,,3558,EK,1580234284787,2486609080
160,2025-09-05 20:12:47,booking_uk,booking,London,Entebbe/Kampala,Round-trip,2026-02-28,2026-03-29,1,0,0,Y,,2575,KL,1580166800724,2486612098
161,2025-09-05 20:12:47,booking_es,booking,Madrid,Medellin,One-Way,2025-11-20,,1,0,0,Y,,2575,"AV,IB",1580196698757,2486617044
162,2025-09-05 20:12:46,booking_br,booking,Dallas/Fort Worth,Houston,Round-trip,2025-10-13,2025-10-15,2,1,0,Y,,4245,UA,1580294615366,2486489766
163,2025-09-05 20:12:46,booking_uk,booking,London,Tenerife,Round-trip,2025-09-29,2025-10-06,1,0,0,Y,,3558,U2,1580227237638,2486519542
164,2025-09-05 20:12:46,booking_au,booking,Brisbane,Denpasar Bali,One-Way,2025-09-15,,1,0,0,Y,,3558,JQ,1580239742726,2486522478
165,2025-09-05 20:12:46,booking_uk,booking,London,Colombo,One-Way,2025-09-17,,1,0,0,Y,,3558,AI,1580224807686,2486529382
166,2025-09-05 20:12:46,booking_de,booking,Munich,London,One-Way,2025-09-17,,1,0,0,Y,,3558,LH,1580198237664,2486537296
167,2025-09-05 20:12:46,booking_de,booking,Brussels,Accra,Round-trip,2025-09-07,2025-09-22,1,0,0,Y,,2575,KL,1580182516736,2486546245
168,2025-09-05 20:12:46,booking_de,booking,Dusseldorf,Tenerife,One-Way,2025-09-07,,1,0,0,Y,,3558,LH,1580221629463,2486555188
169,2025-09-05 20:12:46,booking_es,booking,Barcelona,Paris,Round-trip,2025-09-09,2025-09-12,1,1,0,Y,,2575,"TO,VY",1580206268054,2486560072
170,2025-09-05 20:12:46,booking_br,booking,Fortaleza,Belo Horizonte,Round-trip,2025-12-14,2025-12-23,1,0,0,Y,,2578,"AD,LA",1580296143802,2486581310
171,2025-09-05 20:12:46,booking_fr,booking,Paris,New York,Round-trip,2026-01-19,2026-01-26,1,0,0,Y,,3558,AF,1580178683569,2486582276
172,2025-09-05 20:12:46,booking_us,booking,Jakarta,New York,Round-trip,2026-03-31,2026-04-10,1,0,0,Y,,2575,TK,1580206303893,2486584353
173,2025-09-05 20:12:46,booking_uk,booking,London,Munich,One-Way,2025-09-21,,1,0,0,Y,,3558,SN,1580205733697,2486584354
174,2025-09-05 20:12:46,booking_fr,booking,Paris,New York,Round-trip,2025-11-21,2025-11-28,1,0,0,Y,,3558,AA,1580250507748,2486589235
175,2025-09-05 20:12:46,booking_br,booking,Sao Paulo,Recife,Round-trip,2026-01-06,2026-01-15,1,0,0,Y,,2578,LA,1580253867624,2486607150
