mdc\.addr,mdc\.click,mdc\.request\.id
93.255.162.64,2486801884,2780086410820
73.221.104.210,2486696880,2780078017417
102.129.153.71,2486845235,2780103319706
91.160.155.74,2486739624,2780071664323
172.59.145.108,2486791971,2780082091160
217.80.244.185,2486832434,2779952967453
85.169.250.242,2486798855,2779953682632
92.14.62.77,2486755349,2780229990999
80.171.105.150,2486782991,2780081852586
79.17.214.185,2486809732,2780096962046
37.132.86.228,2486732667,2780318409270
2.221.37.111,2486830418,2780140623351
91.80.84.32,2486884055,2780084722731
24.121.156.241,2486818581,2779925068096
31.35.70.228,2486699945,2780200483469
95.91.254.155,2486765217,2780032911643
176.3.79.31,2486849169,2780019592280
37.99.33.10,2486811757,2780065897863
90.160.91.19,2486822530,2780135826924
176.105.210.98,2486703881,2779925968077
121.44.13.218,2486837431,2780213078226
45.20.169.131,2486886025,2779944617248
62.163.128.48,2486791972,2780082091163
77.3.74.74,2486740600,2780211160095
185.108.245.148,2486727668,2780230830143
31.10.136.114,2486787981,2779947255611
84.65.230.10,2486836405,2779949893263
91.80.90.129,2486843295,2779954702448
37.231.94.195,2486831392,2779923629443
5.133.46.90,2486877039,2780032071845
93.66.67.212,2486772178,2779994759551
81.44.193.101,2486800858,2780106916903
94.81.90.244,2486810726,2779997758085
31.32.186.94,2486884056,2780084722737
86.179.211.17,2486824518,2780113635542
185.107.105.233,2486845236,2780103319723
86.187.168.83,2486803743,2780048509702
86.196.216.155,2486705885,2780085331182
62.43.151.103,2486811755,2780065897855
91.64.230.179,2486713792,2780030152883
90.170.111.245,2486748471,2779988165280
46.223.162.77,2486717743,2780087841126
79.50.193.173,2486831393,2779923629445
31.94.64.66,2486826445,2780017433352
90.101.81.79,2486750415,2780081013539
62.74.17.50,2486851126,2780006882235
93.147.242.246,2486718651,2780123834946
128.127.115.206,2486739623,2780071664316
37.14.242.33,2486706852,2779953202882
203.40.31.216,2486878050,2780102599954
194.120.133.87,2486770175,2780212478462
194.233.155.173,2486698996,2780082571202
145.82.254.230,2486843294,2779954702447
61.194.133.42,2486847205,2780200124147
176.1.133.41,2486733643,2779942461896
176.1.130.241,2486700902,2780086282699
109.151.186.236,2486749483,2780031711816
86.210.132.13,2486811749,2780065897809
223.118.50.127,2486815628,2780064219753
172.56.161.245,2486722733,2779972568076
94.1.32.72,2486709822,2779924468123
5.90.106.52,2486740598,2780211160086
87.245.28.220,2486798854,2779953682628
77.12.224.212,2486706851,2779953202879
92.40.199.220,2486740599,2780211160093
151.55.252.252,2486802771,2780122275811
77.32.104.124,2486887030,2779951587642
77.16.73.40,2486843290,2779954702413
83.35.14.117,2486803745,2780048509718
31.191.23.219,2486798853,2779953682624
79.20.59.180,2486830416,2780140623346
194.230.158.230,2486770174,2780212478454
82.135.82.13,2486800857,2780106916890
93.35.129.41,2486714762,2780194249856
190.100.18.82,2486757364,2780099243325
79.13.114.148,2486764195,2780056305522
95.223.77.144,2486816566,2780083292056
109.53.198.169,2486718650,2780123834942
92.151.230.42,2486749481,2780031711798
37.67.96.126,2486715791,2780092638451
213.200.202.154,2486731609,2780032671771
47.53.77.20,2486785943,2779993321057
92.117.147.244,2486844176,2780204568943
85.60.213.59,2486769240,2780083531340
79.117.201.148,2486811752,2780065897842
146.90.124.86,2486769241,2780083531345
31.10.148.216,2486758351,2780208761634
177.129.184.1,2486881068,2780224831691
51.36.220.1,2486780962,2779938682051
174.197.73.137,2486770173,2780212478453
79.117.162.59,2486809734,2780096962080
170.82.253.76,2486700901,2780086282681
90.202.14.243,2486750414,2780081013530
66.249.70.39, ,2780209961106
79.116.140.98,2486874123,2780069974762
176.174.75.2,2486830412,2780140623330
67.218.225.31,2486709821,2779924468117
153.92.136.232,2486834356,2780093358118
82.62.218.145,2486757362,2780099243312
88.20.163.218,2486802768,2780122275805
181.203.22.228,2486806733,2780050069456
46.46.197.147,2486822529,2780135826923
172.59.109.227,2486769239,2780083531339
86.182.215.71,2486801881,2780086410798
88.174.8.16,2486843291,2779954702419
79.254.71.87,2486806732,2780050069446
86.150.184.144,2486844177,2780204568947
79.117.187.52,2486727667,2780230830130
68.104.153.123,2486811754,2780065897852
88.125.124.88,2486830415,2780140623337
92.132.245.15,2486715790,2780092638448
88.29.22.157,2486817496,2779975692264
95.182.181.238,2486801883,2780086410809
73.216.19.65,2486766148,2779939947223
109.223.207.99,2486787980,2779947255597
203.220.26.229,2486813677,2780084242049
92.158.183.182,2486751413,2780204688891
151.38.32.193,2486804827,2780095762423
144.86.58.139,2486721682,2779998607085
188.22.40.186,2486836403,2779949893248
212.121.235.215,2486851125,2780006882223
88.165.140.71,2486772177,2779994759539
79.153.19.167,2486723788,2780217758776
37.100.119.151,2486733641,2779942461883
82.5.30.209,2486796887,2780084002377
46.6.35.129,2486835305,2780221955994
212.62.209.229,2486846237,2779923868878
116.255.16.6,2486705881,2780085331147
178.191.14.101,2486731610,2780032671795
88.123.166.248,2486787978,2779947255584
95.223.71.207,2486854039,2780212838315
185.99.25.68,2486877038,2780032071843
110.20.11.32,2486848136,2780081492712
118.102.118.220,2486714761,2780194249848
37.201.192.123,2486733642,2779942461884
90.193.10.253,2486706846,2779953202840
209.198.130.81,2486886024,2779944617225
185.58.135.64,2486813676,2780084242044
103.196.201.19,2486810725,2779997758068
94.35.112.207,2486811753,2780065897849
106.71.41.113,2486881067,2780224831680
88.120.45.217,2486826444,2780017433342
203.213.254.112,2486833408,2779924947700
51.191.172.151,2486843292,2779954702438
86.81.79.157,2486708811,2780077538225
178.138.35.54,2486703879,2779925968058
91.16.56.33,2486782989,2780081852570
188.26.211.17,2486803744,2780048509708
77.25.22.118,2486765218,2780032911649
82.132.213.19,2486698997,2780082571205
51.39.31.170,2486714760,2780194249846
83.197.113.253,2486744411,2780076459848
77.71.251.159,2486709818,2779924468082
66.249.64.46, ,2779994759543
83.56.136.15,2486784936,2780098041815
46.222.127.101,2486802769,2780122275808
76.71.84.187,2486699941,2780200483434
31.27.219.220,2486817497,2779975692266
188.31.175.147,2486809733,2780096962074
85.169.250.242,2486858100,2780229512314
51.158.176.181,2486721684,2779998607088
79.151.0.1,2486837433,2780213078238
192.178.11.102, ,2780217279755
193.25.44.14,2486726625,2780030872213
93.23.154.31,2486797849,2780183812486
90.166.134.213,2486799781,2780082211527
95.236.251.40,2486828312,2779950748616
62.35.90.188,2486732666,2780318409258
1.43.230.82,2486749476,2780031711776
92.40.216.22,2486698994,2780082571188
79.51.207.240,2486823536,2779954821691
90.238.43.18,2486844175,2780204568936
151.21.146.251,2486881066,2780224831677
50.99.235.141,2486807736,2780222075098
86.190.23.102,2486721683,2779998607087
86.49.228.125,2486742518,2779940066761
90.3.164.208,2486723787,2780217758770
217.202.28.109,2486755348,2780229990971
37.167.151.243,2486739622,2780071664304
87.186.16.36,2486874122,2780069974753
66.249.64.46, ,2780230830133
94.68.56.190,2486874121,2780069974752
94.252.72.135,2486815626,2780064219727
82.51.62.145,2486784938,2780098041844
79.117.165.75,2486850151,2780129950528
2.44.142.145,2486854038,2780212838303
80.187.81.16,2486727665,2780230830115
90.48.113.171,2486716733,2779925307792
86.88.94.30,2486810722,2779997758050
92.238.46.100,2486771164,2780202521778
88.97.211.83,2486839347,2780206843735
37.242.61.244,2486764192,2780056305470
77.54.145.231,2486830413,2780140623333
94.14.179.40,2486818580,2779925068088
98.230.26.48,2486797850,2780183812490
80.134.10.194,2486770172,2780212478450
145.40.146.254,2486810723,2779997758055
46.142.196.186,2486714759,2780194249843
82.213.250.221,2486807737,2780222075103
173.249.132.140,2486723786,2780217758764
101.190.7.217,2486728620,2780096370745
80.4.96.54,2486713791,2780030152865
99.251.210.164,2486788926,2780025355462
77.201.220.1,2486756327,2779944976939
186.192.248.192,2486732665,2780318409239
91.200.207.202,2486801882,2780086410807
5.107.151.45,2486803742,2780048509694
80.28.166.250,2486697958,2780077298490
95.244.69.198,2486830411,2780140623329
213.44.39.67,2486822527,2780135826904
67.182.70.234,2486848135,2780081492696
206.47.252.20,2486716732,2779925307790
191.156.33.67,2486782988,2780081852541
79.117.110.129,2486793934,2779979771414
37.66.222.240,2486826442,2780017433330
93.148.96.5,2486831390,2779923629420
91.106.16.178,2486709819,2779924468096
67.188.154.76,2486811750,2780065897816
2.50.37.237,2486798850,2779953682602
88.18.89.241,2486759270,2780229392630
81.131.61.34,2486727666,2780230830117
37.67.193.155,2486705883,2780085331160
94.46.239.52,2486850150,2780129950511
90.205.121.182,2486793932,2779979771381
177.85.251.42,2486880042,2779926322995
66.249.70.33, ,2779924468110
81.111.97.119,2486833407,2779924947691
185.146.222.178,2486697957,2780077298484
81.158.144.49,2486788924,2780025355449
84.241.107.152,2486845231,2780103319663
185.72.232.2,2486714757,2780194249824
188.53.194.36,2486697954,2780077298472
101.115.204.163,2486769237,2780083531324
80.128.172.47,2486815627,2780064219734
92.28.126.77,2486878049,2780102599936
5.154.91.232,2486836402,2779949893237
151.31.234.230,2486790933,2780077657724
95.223.45.125,2486785942,2779993321045
81.65.165.165,2486722732,2779972568059
90.63.211.200,2486698995,2780082571193
87.11.150.243,2486717741,2780087841095
37.211.251.137,2486886023,2779944617204
88.0.49.21,2486721681,2779998607074
151.16.128.236,2486832432,2779952967434
83.35.117.161,2486710743,2779942342162
192.178.11.99, ,2780083531332
191.58.79.57,2486730647,2780073223655
175.192.160.179,2486818579,2779925068081
151.51.217.78,2486788925,2780025355455
220.244.142.62,2486837427,2780213078204
109.42.48.219,2486886022,2779944617196
84.65.224.52,2486713790,2780030152864
79.155.64.13,2486739619,2780071664284
90.29.60.38,2486711848,2779971369127
95.193.163.218,2486699943,2780200483445
78.67.215.8,2486814623,2780097802150
87.79.208.73,2486804823,2780095762400
86.15.145.149,2486699944,2780200483446
185.73.151.145,2486734640,2780225670161
90.55.161.48,2486766147,2779939947192
89.245.49.37,2486744410,2780076459836
2.196.148.16,2486740597,2780211160068
94.133.171.126,2486785941,2779993321035
2.48.235.71,2486737620,2780127431612
203.30.15.123,2486787977,2779947255579
190.26.34.55,2486797848,2780183812473
139.28.79.81,2486887029,2779951587620
193.48.242.118,2486759268,2780229392622
90.77.144.74,2486793933,2779979771411
188.53.127.101,2486730648,2780073223658
84.154.160.132,2486699942,2780200483441
79.116.143.20,2486826443,2780017433331
95.90.222.165,2486880043,2779926322999
62.43.237.198,2486810719,2779997758042
37.65.35.149,2486851124,2780006882205
108.46.230.220,2486737619,2780127431599
212.194.51.221,2486848132,2780081492680
77.191.176.107,2486738575,2779924228479
76.146.125.48,2486826439,2780017433310
109.38.233.120,2486770171,2780212478435
184.155.198.151,2486837430,2780213078218
27.33.194.74,2486706847,2779953202847
91.174.111.254,2486712836,2780217279743
213.194.144.207,2486716731,2779925307783
67.183.237.67,2486728619,2780096370739
201.132.13.174,2486706848,2779953202848
86.182.49.152,2486804824,2780095762406
91.157.33.115,2486705879,2780085331141
95.91.229.167,2486769238,2780083531329
88.183.143.225,2486745506,2779925603105
82.159.57.162,2486728618,2780096370732
46.11.241.205,2486837429,2780213078216
81.152.5.253,2486742517,2779940066736
87.94.150.242,2486732664,2780318409238
84.24.206.163,2486697956,2780077298477
151.36.255.62,2486756326,2779944976926
109.151.214.183,2486875056,2780124314098
172.59.226.241,2486706849,2779953202851
109.55.18.71,2486858097,2780229512289
93.205.205.131,2486696877,2780078017387
78.112.61.91,2486846236,2779923868856
86.25.77.172,2486726624,2780030872199
94.176.250.121,2486810721,2779997758044
85.87.120.33,2486725623,2780031112168
94.139.31.136,2486708810,2780077538219
69.250.33.14,2486802767,2780122275792
77.63.25.104,2486749479,2780031711790
169.224.161.54,2486817495,2779975692250
82.15.104.225,2486712835,2780217279739
176.139.153.106,2486850149,2780129950510
93.40.240.157,2486853147,2779994639747
2.201.74.118,2486714758,2780194249832
185.231.254.206,2486698992,2780082571173
73.49.232.154,2486798849,2779953682596
201.152.193.58,2486845234,2780103319682
91.167.248.87,2486848133,2780081492689
114.72.39.191,2486741520,2780225430464
191.107.171.74,2486890010,2780097682342
176.187.102.245,2486759266,2780229392613
86.187.168.83,2486757361,2780099243303
1.43.193.42,2486723785,2780217758732
217.227.217.241,2486881063,2780224831640
86.9.77.38,2486834354,2780093358099
70.173.88.114,2486848130,2780081492670
82.37.73.222,2486810720,2779997758043
148.252.156.137,2486764194,2780056305497
93.35.170.138,2486861043,2780125872936
109.166.137.63,2486878048,2780102599919
77.177.15.123,2486708809,2780077538215
88.172.144.145,2486749477,2780031711781
149.74.3.185,2486880041,2779926322993
79.116.218.114,2486721680,2779998607072
94.255.130.35,2486743514,2779938804656
94.13.178.180,2486772174,2779994759484
93.233.102.223,2486812735,2780091439415
31.94.64.66,2486873117,2780044186152
91.166.67.31,2486816564,2780083292029
63.178.191.50,2486814622,2780097802138
193.148.48.71,2486753397,2780002084683
103.151.40.235,2486759265,2780229392589
85.56.95.77,2486739620,2780071664286
172.56.223.153,2486715786,2780092638416
69.246.211.222,2486876118,2780083647609
151.75.96.198,2486750412,2780081013509
103.196.201.19,2486822526,2780135826898
176.0.7.147,2486823534,2779954821669
88.174.183.233,2486812733,2780091439395
178.38.201.180,2486729681,2780031231940
89.244.90.224,2486726623,2780030872195
188.188.116.142,2486700899,2780086282659
31.160.31.98,2486845233,2780103319679
176.166.124.105,2486797847,2780183812471
161.142.119.110,2486722731,2779972568056
86.97.37.20,2486881065,2780224831653
82.159.104.102,2486832433,2779952967435
109.38.238.166,2486839345,2780206843712
88.184.220.176,2486875055,2780124314088
84.167.137.159,2486710741,2779942342154
93.217.192.206,2486744409,2780076459823
84.184.22.217,2486759267,2780229392615
89.89.154.123,2486836401,2779949893229
78.110.177.130,2486807735,2780222075084
178.9.200.6,2486698993,2780082571180
213.147.165.147,2486739618,2780071664275
106.71.41.113,2486790931,2780077657709
46.5.2.128,2486749475,2780031711773
178.237.230.88,2486834353,2780093358091
91.168.227.251,2486887028,2779951587604
80.31.95.19,2486798848,2779953682587
93.203.240.128,2486751411,2780204688872
106.71.32.65,2486880039,2779926322953
85.59.184.63,2486874120,2780069974720
85.247.2.238,2486743516,2779938804675
58.174.12.237,2486849168,2780019592255
12.170.14.84,2486758350,2780208761593
45.157.58.159,2486709817,2779924468078
189.90.222.165,2486723783,2780217758719
37.67.61.9,2486823532,2779954821652
85.52.105.178,2486881064,2780224831651
212.171.94.48,2486831388,2779923629404
62.43.175.202,2486741518,2780225430457
79.117.182.82,2486875054,2780124314083
188.76.237.28,2486770170,2780212478426
37.99.33.10,2486817492,2779975692228
85.49.133.161,2486710742,2779942342155
93.2.153.111,2486798847,2779953682586
87.17.90.63,2486708807,2780077538208
176.3.82.16,2486831389,2779923629407
51.36.252.6,2486788923,2780025355441
109.43.242.165,2486715787,2780092638418
217.165.201.244,2486717740,2780087841090
178.9.199.19,2486816561,2780083292009
86.185.187.8,2486890011,2780097682347
83.187.179.64,2486837426,2780213078200
92.184.99.7,2486887023,2779951587537
81.109.221.73,2486755346,2780229990930
93.230.171.35,2486748470,2779988165239
88.187.3.79,2486696876,2780078017378
81.100.213.161,2486756325,2779944976904
120.156.228.135,2486791967,2780082091101
88.130.48.158,2486729680,2780031231934
85.60.114.183,2486800854,2780106916837
176.180.144.162,2486824517,2780113635512
193.25.44.14,2486842279,2780209961064
95.124.126.149,2486835302,2780221955979
142.126.102.74,2486813671,2780084241988
92.148.253.218,2486709816,2779924468077
217.119.79.121,2486744408,2780076459819
77.8.187.245,2486722730,2779972568048
162.193.33.119,2486831383,2779923629376
209.198.129.90,2486700900,2780086282663
186.220.242.164,2486801879,2780086410784
77.63.25.104,2486697953,2780077298467
77.23.253.173,2486745505,2779925603099
213.233.104.193,2486886020,2779944617174
188.53.127.101,2486788922,2780025355433
94.134.181.44,2486799778,2780082211502
178.23.9.19,2486698991,2780082571172
94.239.220.241,2486850148,2780129950502
82.132.213.19,2486848131,2780081492675
86.200.90.160,2486741519,2780225430458
99.255.130.65,2486846234,2779923868845
37.132.128.245,2486807734,2780222075070
75.155.204.99,2486745503,2779925603065
64.231.236.83,2486884052,2780084722668
87.1.11.55,2486831387,2779923629401
110.141.212.28,2486804822,2780095762384
79.84.201.49,2486706845,2779953202835
88.20.18.34,2486816563,2780083292016
2.241.25.160,2486832431,2779952967421
87.12.44.132,2486801877,2780086410772
172.56.106.72,2486823533,2779954821662
62.195.136.146,2486849167,2780019592245
93.133.254.71,2486734637,2780225670120
37.201.195.104,2486705878,2780085331134
37.65.42.45,2486876117,2780083647598
91.196.222.180,2486706843,2779953202829
92.152.110.123,2486842278,2780209961061
83.56.136.15,2486845228,2780103319624
165.1.204.189,2486742516,2779940066725
116.251.147.163,2486874119,2780069974717
149.224.76.59,2486878047,2780102599908
145.40.152.224,2486797846,2780183812466
89.0.212.176,2486756324,2779944976899
31.48.248.1,2486750410,2780081013487
84.185.215.44,2486844173,2780204568888
185.231.254.67,2486844174,2780204568914
98.97.38.235,2486702861,2780123235110
83.98.85.197,2486782987,2780081852531
78.208.152.216,2486817493,2779975692229
190.9.244.50,2486834352,2780093358083
173.61.150.120,2486719712,2780095042778
166.198.251.29,2486758348,2780208761583
136.144.43.152,2486813673,2780084242005
79.23.30.109,2486729679,2780031231932
83.44.47.56,2486769235,2780083531306
85.85.31.192,2486801878,2780086410775
91.161.230.29,2486756323,2779944976897
176.248.233.17,2486823530,2779954821640
51.19.150.214,2486748469,2779988165228
66.249.70.172, ,2779998607061
1.147.20.159,2486808720,2779950868190
80.214.128.115,2486764193,2780056305476
189.175.47.82,2486751410,2780204688864
109.118.121.190,2486713789,2780030152842
90.171.192.180,2486832430,2779952967414
66.249.64.64, ,2780194249819
176.186.96.68,2486800856,2780106916853
79.116.141.90,2486853146,2779994639734
31.10.134.109,2486760247,2779925489183
81.157.187.105,2486834351,2780093358081
92.184.117.236,2486842276,2780209961053
176.148.179.109,2486804821,2780095762380
88.98.119.13,2486801876,2780086410771
193.165.236.135,2486751407,2780204688849
169.155.251.155,2486748468,2779988165219
94.31.118.181,2486817494,2779975692231
213.165.160.60,2486729675,2780031231913
2.155.124.187,2486812734,2780091439396
5.107.151.45,2486796884,2780084002289
77.101.248.70,2486847203,2780200124088
5.41.156.127,2486727664,2780230830077
213.37.137.60,2486737617,2780127431582
174.200.195.157,2486830410,2780140623301
143.179.93.111,2486708803,2780077538183
60.225.49.141,2486876113,2780083647567
176.201.212.157,2486714756,2780194249816
86.187.168.83,2486873119,2780044186198
176.136.213.74,2486884053,2780084722679
93.195.111.125,2486726622,2780030872179
85.76.100.65,2486822525,2780135826871
79.117.245.254,2486787975,2779947255558
45.159.38.46,2486816560,2780083292005
88.76.206.56,2486715785,2780092638414
95.182.181.238,2486718649,2780123834886
90.9.86.53,2486710740,2779942342143
5.38.32.83,2486729678,2780031231928
176.204.199.211,2486858096,2780229512280
201.131.135.147,2486744407,2780076459811
91.161.199.252,2486814621,2780097802119
128.127.115.206,2486737618,2780127431583
79.215.221.158,2486852133,2780224711648
85.40.233.34,2486769234,2780083531303
194.230.148.43,2486758347,2780208761579
88.176.23.214,2486815624,2780064219699
80.1.28.253,2486875052,2780124314068
80.187.69.147,2486708806,2780077538194
37.174.129.18,2486833406,2779924947676
86.25.185.92,2486726621,2780030872171
37.170.49.210,2486848129,2780081492653
77.130.61.19,2486755347,2780229990938
45.152.12.73,2486808719,2779950868189
176.3.82.16,2486739617,2780071664268
172.97.233.141,2486785940,2779993321013
77.96.247.127,2486818578,2779925068055
90.166.134.213,2486823531,2779954821651
38.175.128.145,2486719711,2780095042773
110.144.197.103,2486698990,2780082571160
5.147.49.120,2486713787,2780030152836
5.90.54.138,2486839344,2780206843682
51.36.220.1,2486723782,2780217758713
79.145.156.13,2486834350,2780093358077
185.15.149.67,2486740595,2780211160043
213.55.237.125,2486845229,2780103319654
80.133.40.119,2486757360,2780099243274
81.108.125.230,2486727663,2780230830070
93.204.246.187,2486764191,2780056305467
79.198.111.187,2486743515,2779938804665
91.161.156.17,2486708805,2780077538191
217.246.38.35,2486738573,2779924228443
93.35.242.58,2486875051,2780124314067
84.181.48.59,2486874118,2780069974714
94.198.83.168,2486727662,2780230830067
37.169.37.117,2486826437,2780017433299
90.30.171.164,2486734638,2780225670123
1.146.12.211,2486739616,2780071664258
81.202.119.138,2486877037,2780032071797
82.136.68.253,2486785939,2779993321006
146.52.232.19,2486730644,2780073223634
94.133.171.126,2486734636,2780225670110
109.43.48.94,2486706842,2779953202797
188.119.105.88,2486791969,2780082091115
41.66.119.183,2486824516,2780113635497
185.84.87.165,2486817490,2779975692210
79.195.6.100,2486708804,2780077538187
46.34.53.205,2486878046,2780102599894
109.134.92.236,2486732663,2780318409217
151.226.156.248,2486723784,2780217758726
87.79.47.32,2486717739,2780087841062
46.102.188.38,2486830409,2780140623294
91.137.18.13,2486697952,2780077298451
64.43.50.100,2486846232,2779923868819
91.50.224.80,2486772176,2779994759495
59.94.76.76,2486751408,2780204688854
113.173.191.67,2486854037,2780212838242
31.221.233.3,2486843288,2779954702385
93.147.228.19,2486828311,2779950748560
188.102.177.115,2486831386,2779923629384
87.196.81.185,2486729676,2780031231916
185.7.157.158,2486858092,2780229512227
35.146.201.0,2486849166,2780019592234
62.74.17.50,2486732660,2780318409209
79.117.209.202,2486877036,2780032071796
101.182.3.94,2486766146,2779939947177
90.62.56.154,2486808718,2779950868179
91.73.202.134,2486800855,2780106916843
93.23.203.141,2486876114,2780083647577
91.160.191.82,2486787974,2779947255545
79.192.213.201,2486732662,2780318409214
87.217.253.59,2486753395,2780002084648
189.100.68.235,2486771163,2780202521721
46.112.82.31,2486816558,2780083291980
202.7.248.18,2486813672,2780084241993
88.22.185.81,2486807733,2780222075056
93.70.148.161,2486835300,2780221955964
58.175.75.102,2486800851,2780106916812
92.72.47.126,2486803741,2780048509662
192.178.4.96, ,2780031711759
176.170.190.222,2486811747,2780065897792
84.105.16.50,2486847204,2780200124094
188.106.141.90,2486876115,2780083647584
177.85.251.42,2486791966,2780082091094
88.188.14.22,2486791968,2780082091106
176.180.144.162,2486839342,2780206843674
95.90.225.161,2486750409,2780081013484
88.185.148.65,2486758346,2780208761578
79.192.179.108,2486780959,2779938682019
37.28.65.132,2486729677,2780031231917
191.156.33.67,2486750406,2780081013467
118.211.13.144,2486734635,2780225670109
5.102.25.39,2486887027,2779951587577
51.187.31.95,2486801875,2780086410761
78.138.28.41,2486875050,2780124314063
87.196.75.120,2486717737,2780087841050
116.255.61.166,2486764189,2780056305436
92.151.9.119,2486760246,2779925489171
73.202.5.117,2486812731,2780091439380
90.194.11.63,2486881062,2780224831635
212.228.173.187,2486770167,2780212478380
2.208.99.182,2486812732,2780091439383
88.3.158.219,2486742515,2779940066717
87.2.28.154,2486799777,2780082211487
199.7.158.247,2486696875,2780078017362
87.154.182.9,2486745504,2779925603070
110.144.149.15,2486880036,2779926322928
37.170.47.125,2486732661,2780318409210
83.54.154.204,2486750408,2780081013474
176.26.141.216,2486765215,2780032911591
1.158.205.155,2486833405,2779924947661
213.225.36.189,2486812730,2780091439375
84.126.208.185,2486826436,2780017433282
37.242.83.249,2486745502,2779925603064
212.104.181.0,2486802766,2780122275751
194.230.148.120,2486714755,2780194249795
176.142.117.61,2486742514,2779940066716
86.175.173.193,2486696873,2780078017344
62.226.174.85,2486722729,2779972568010
92.56.182.232,2486739615,2780071664255
46.223.162.77,2486719710,2780095042765
95.91.223.5,2486814620,2780097802108
79.207.172.209,2486808716,2779950868153
87.122.19.95,2486725621,2780031112124
102.129.153.71,2486770164,2780212478340
84.175.48.211,2486740594,2780211160015
109.180.212.8,2486715784,2780092638377
73.104.119.93,2486698989,2780082571138
93.239.69.225,2486772175,2779994759487
88.21.215.252,2486723781,2780217758712
62.57.106.18,2486846233,2779923868829
86.239.81.13,2486759264,2780229392582
78.22.123.140,2486831384,2779923629378
79.226.120.64,2486849165,2780019592227
77.63.25.104,2486787973,2779947255543
84.180.167.127,2486766145,2779939947172
77.186.161.169,2486806729,2780050069396
84.135.163.32,2486836399,2779949893190
185.62.89.46,2486749474,2780031711737
89.1.216.99,2486777985,2779958055992
5.82.114.133,2486730643,2780073223621
213.94.55.153,2486696874,2780078017347
