cohort_key,date,site,partner,ip,user_agent,ua_full,ua_full_mode_share,ua_full_ip_diversity,ua_full_ip_diversity_ratio,rule_score,iso_score,botness,risk_band,n_events,night_share,top_signature_share,repeat_ratio,gap_p50,max_run_lt_1s,cookie_rate,referrer_rate,http11_share,http2_share,ladder_sweep,hourly_entropy
2025-09-09|booking_co|booking|185.215.54.36|Chrome,2025-09-09,booking_co,booking,185.215.54.36,Chrome,Chrome.83/PC/Windows/Web Browser,1.0,10,0.13157894736842105,0.5666981438358513,0.8940671827513643,0.7303826632936078,Medium,14,1.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.78.22.138|Chrome,2025-09-09,booking_co,booking,181.78.22.138,Chrome,Chrome.86/PC/Mac OS/Web Browser,0.23076923076923078,17,0.2236842105263158,0.5920760866351843,0.857034353866206,0.7245552202506951,Medium,286,1.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|38.52.156.232|Chrome,2025-09-09,booking_co,booking,38.52.156.232,Chrome,Chrome.84/PC/Windows/Web Browser,0.3064935064935065,13,0.17105263157894737,0.595867132081401,0.8384003735827261,0.7171337528320636,Medium,385,1.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.131.20.171|Chrome,2025-09-09,booking_co,booking,181.131.20.171,Chrome,Chrome.86/PC/Windows/Web Browser,0.2902684563758389,20,0.2631578947368421,0.6056355521050625,0.8040641697210058,0.7048498609130341,Medium,596,1.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|45.171.183.121|Chrome,2025-09-09,booking_co,booking,45.171.183.121,Chrome,Chrome.85/PC/Mac OS/Web Browser,0.4108527131782946,18,0.23684210526315788,0.5008869535794743,0.8646930793728911,0.6827900164761826,Medium,258,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|190.24.106.77|Chrome,2025-09-09,booking_co,booking,190.24.106.77,Chrome,Chrome.85/PC/Mac OS/Web Browser,0.41214057507987223,18,0.23684210526315788,0.5119785643906757,0.8338872351388082,0.6729328997647419,Medium,313,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|191.156.47.42|Chrome,2025-09-09,booking_co,booking,191.156.47.42,Chrome,Chrome.86/PC/Linux/Web Browser,0.5258620689655172,20,0.2631578947368421,0.5450632005054354,0.7419740037704498,0.6435186021379427,Medium,116,0.9913793103448276,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,False,0.07150386293088495
2025-09-09|booking_co|booking|179.33.79.24|Chrome,2025-09-09,booking_co,booking,179.33.79.24,Chrome,Chrome.85/PC/Linux/Web Browser,0.34177215189873417,16,0.21052631578947367,0.47724103254008676,0.8084044607416091,0.6428227466408479,Medium,158,0.0,0.0,0.0,2.0,5,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|190.60.51.98|Chrome,2025-09-09,booking_co,booking,190.60.51.98,Chrome,Chrome.85/PC/Windows/Web Browser,0.3064516129032258,18,0.23684210526315788,0.4913616678043659,0.7911945258620335,0.6412780968331997,Medium,310,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|190.240.156.102|Chrome,2025-09-09,booking_co,booking,190.240.156.102,Chrome,Chrome.84/PC/Linux/Web Browser,0.41732283464566927,12,0.15789473684210525,0.480115239895207,0.7668692317208178,0.6234922358080124,Medium,127,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|45.81.106.25|Chrome,2025-09-09,booking_co,booking,45.81.106.25,Chrome,Chrome.84/PC/Windows/Web Browser,0.3333333333333333,13,0.17105263157894737,0.4345818015671716,0.8095985763996979,0.6220901889834347,Medium,45,0.0,0.0,0.0,3.0,2,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|190.60.32.43|Chrome,2025-09-09,booking_co,booking,190.60.32.43,Chrome,Chrome.85/PC/Mac OS/Web Browser,0.2537764350453172,18,0.23684210526315788,0.4647541936355947,0.7661625812316535,0.6154583874336241,Medium,331,0.0,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.78.3.137|Chrome,2025-09-09,booking_co,booking,181.78.3.137,Chrome,Chrome.84/PC/Mac OS/Web Browser,0.19760479041916168,14,0.18421052631578946,0.4604680163306762,0.7665937806266764,0.6135308984786763,Medium,167,0.0,0.0,0.0,2.0,5,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|186.169.7.140|Chrome,2025-09-09,booking_co,booking,186.169.7.140,Chrome,Chrome.85/PC/Linux/Web Browser,1.0,16,0.21052631578947367,0.5038136754634531,0.718812342615712,0.6113130090395826,Medium,24,0.0,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.78.28.6|Chrome,2025-09-09,booking_co,booking,181.78.28.6,Chrome,Chrome.85/PC/Mac OS/Web Browser,0.7115384615384616,18,0.23684210526315788,0.48302284767475406,0.7356980988141216,0.6093604732444379,Medium,52,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|191.156.36.59|Chrome,2025-09-09,booking_co,booking,191.156.36.59,Chrome,Chrome.85/PC/Windows/Web Browser,1.0,18,0.23684210526315788,0.5759986630958241,0.6214725915865097,0.5987356273411669,Medium,29,0.9655172413793104,0.0,0.0,3.5,0,0.0,0.0,0.0,0.0,False,0.21639700573600443
2025-09-09|booking_co|booking|190.60.56.234|Chrome,2025-09-09,booking_co,booking,190.60.56.234,Chrome,Chrome.85/PC/Linux/Web Browser,0.21935483870967742,16,0.21052631578947367,0.4820423750473747,0.7037677107368441,0.5929050428921094,Medium,465,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|38.191.202.187|Safari,2025-09-09,booking_co,booking,38.191.202.187,Safari,Safari.18/PC/Mac OS/Web Browser,1.0,2,0.02631578947368421,0.4979543867381917,0.6800359851247116,0.5889951859314517,Medium,10,1.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|190.27.149.175|Chrome,2025-09-09,booking_co,booking,190.27.149.175,Chrome,Chrome.86/PC/Linux/Web Browser,0.45789473684210524,20,0.2631578947368421,0.4850332950582927,0.6674483400351685,0.5762408175467306,Medium,190,0.0,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.236.20.205|Chrome,2025-09-09,booking_co,booking,181.236.20.205,Chrome,Chrome.85/PC/Windows/Web Browser,0.29347826086956524,18,0.23684210526315788,0.5029421580477154,0.6478736815186537,0.5754079197831845,Medium,552,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|186.82.84.8|Chrome,2025-09-09,booking_co,booking,186.82.84.8,Chrome,Chrome.85/PC/Linux/Web Browser,0.2222222222222222,16,0.21052631578947367,0.4398355537161189,0.6911156795870486,0.5654756166515837,Medium,108,0.0,0.0,0.0,3.0,3,0.0,0.0,0.0,0.0,False,0.07584157984785694
2025-09-09|booking_co|booking|171.225.248.97|Chrome,2025-09-09,booking_co,booking,171.225.248.97,Chrome,Chrome.81/PC/Linux/Web Browser,1.0,9,0.11842105263157894,0.4688315797206478,0.6513587350988689,0.5600951574097583,Medium,10,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|179.1.199.3|Chrome,2025-09-09,booking_co,booking,179.1.199.3,Chrome,Chrome.86/PC/Windows/Web Browser,0.38190954773869346,20,0.2631578947368421,0.5127848827588343,0.6036896079514816,0.558237245355158,Medium,398,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|45.81.106.35|Chrome,2025-09-09,booking_co,booking,45.81.106.35,Chrome,Chrome.81/PC/Windows/Web Browser,0.37894736842105264,6,0.07894736842105263,0.4569445460683812,0.6442805938532685,0.5506125699608249,Medium,95,0.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.140.207.10|Chrome,2025-09-09,booking_co,booking,181.140.207.10,Chrome,Chrome.85/PC/Windows/Web Browser,0.5833333333333334,18,0.23684210526315788,0.46856787733191674,0.6308197841559681,0.5496938307439424,Low,144,0.0,0.0,0.0,5.0,2,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|190.242.118.68|Chrome,2025-09-09,booking_co,booking,190.242.118.68,Chrome,Chrome.84/PC/Windows/Web Browser,1.0,13,0.17105263157894737,0.47135599925994315,0.6072475671402652,0.5393017832001041,Low,46,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|186.159.115.74|Chrome,2025-09-09,booking_co,booking,186.159.115.74,Chrome,Chrome.139/PC/Mac OS/Web Browser,1.0,2,0.02631578947368421,0.4839945206520654,0.5567042614180587,0.5203493910350621,Low,15,1.0,0.0,0.0,49.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|38.196.178.13|Chrome,2025-09-09,booking_co,booking,38.196.178.13,Chrome,Chrome.85/PC/Linux/Web Browser,0.26506024096385544,16,0.21052631578947367,0.6216478066261018,0.412345257000709,0.5169965318134053,Low,913,1.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|186.82.10.24|Chrome,2025-09-09,booking_co,booking,186.82.10.24,Chrome,Chrome.140/PC/Windows/Web Browser,1.0,13,0.17105263157894737,0.4308358022931253,0.46890825233315725,0.44987202731314124,Low,7,0.0,0.0,0.0,28.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|201.184.154.220|Chrome,2025-09-09,booking_co,booking,201.184.154.220,Chrome,Chrome.139/PC/Windows/Web Browser,1.0,14,0.18421052631578946,0.3773798480712174,0.4948128401273187,0.436096344099268,Low,5,0.0,0.0,0.0,158.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|181.53.173.100|Chrome,2025-09-09,booking_co,booking,181.53.173.100,Chrome,Chrome.140/PC/Mac OS/Web Browser,1.0,1,0.013157894736842105,0.4602745849133226,0.1301057522450384,0.2951901685791805,Low,5,1.0,0.0,0.0,198.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-09|booking_co|booking|161.18.194.128|Chrome,2025-09-09,booking_co,booking,161.18.194.128,Chrome,Chrome.86/PC/Linux/Web Browser,0.24971231300345226,20,0.2631578947368421,0.48095558961504736,0.0,0.24047779480752368,Low,869,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,False,0.900289222022342
2025-09-09|booking_co|booking|209.14.115.101|Chrome,2025-09-09,booking_co,booking,209.14.115.101,Chrome,Chrome.139/PC/Windows/Web Browser,1.0,14,0.18421052631578946,0.3593316457790786,0.009585983359829898,0.18445881456945426,Low,5,0.0,0.0,0.0,557.0,0,0.0,0.0,0.0,0.0,False,0.7219281679456272
