cohort_key,date,site,partner,ip,user_agent,rule_score,iso_score,botness,risk_band,n_events,night_share,top_signature_share,repeat_ratio,gap_p50,max_run_lt_1s,cookie_rate,referrer_rate,http11_share,http2_share,ladder_sweep,hourly_entropy
2025-09-06|booking_us|booking|96.241.245.243|Safari,2025-09-06,booking_us,booking,96.241.245.243,Safari,0.4413962155054414,0.8473651012966171,0.6443806584010292,Medium,6,1.0,0.0,0.0,11.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_ca|booking|70.81.5.165|Chrome,2025-09-06,booking_ca,booking,70.81.5.165,Chrome,0.4373462568918017,0.8273690774833251,0.6323576671875634,Medium,9,1.0,0.0,0.0,14.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_uk|booking|82.8.194.229|Safari,2025-09-06,booking_uk,booking,82.8.194.229,Safari,0.4213962155054414,0.8295852664462894,0.6254907409758654,Medium,6,1.0,0.0,0.0,23.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_ch|booking|194.230.148.43|Chrome,2025-09-06,booking_ch,booking,194.230.148.43,Chrome,0.41539720580189726,0.8330062663345363,0.6242017360682168,Medium,7,1.0,0.0,0.0,27.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_pt|booking|82.154.130.81|Safari,2025-09-06,booking_pt,booking,82.154.130.81,Safari,0.40229212877297177,0.8402598749687347,0.6212760018708532,Medium,5,1.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_nl|booking|62.250.141.116|Chrome,2025-09-06,booking_nl,booking,62.250.141.116,Chrome,0.40639621550544136,0.7973128628141362,0.6018545391597887,Medium,6,1.0,0.0,0.0,32.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_ie|booking|80.233.48.13|Chrome,2025-09-06,booking_ie,booking,80.233.48.13,Chrome,0.42734625689180167,0.768041923279317,0.5976940900855593,Medium,9,1.0,0.0,0.0,20.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_es|booking|83.56.136.15|Chrome,2025-09-06,booking_es,booking,83.56.136.15,Chrome,0.43532280779082333,0.7588596801921254,0.5970912439914744,Medium,10,1.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_de|booking|176.2.8.85|Safari,2025-09-06,booking_de,booking,176.2.8.85,Safari,0.4513962155054414,0.7053796055214034,0.5783879105134224,Medium,6,1.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_fr|booking|91.168.227.251|Chrome,2025-09-06,booking_fr,booking,91.168.227.251,Chrome,0.42039720580189727,0.7221564053693332,0.5712768055856152,Medium,7,1.0,0.0,0.0,24.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_de|booking|176.0.135.114|Safari,2025-09-06,booking_de,booking,176.0.135.114,Safari,0.40431945431351257,0.6859631773271613,0.5451413158203369,Low,8,1.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_it|booking|158.47.219.47|Safari,2025-09-06,booking_it,booking,158.47.219.47,Safari,0.4356254621063051,0.6539081270482296,0.5447667945772674,Low,5,1.0,0.0,0.0,14.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_es|booking|90.166.55.178|Chrome,2025-09-06,booking_es,booking,90.166.55.178,Chrome,0.4359861209801792,0.5971446272185842,0.5165653740993816,Low,8,1.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_it|booking|5.94.7.236|Safari,2025-09-06,booking_it,booking,5.94.7.236,Safari,0.38562546210630505,0.60428120299007,0.4949533325481875,Low,5,1.0,0.0,0.0,44.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_nl|booking|77.63.25.104|Safari,2025-09-06,booking_nl,booking,77.63.25.104,Safari,0.4540129235584684,0.5309451409821644,0.4924790322703164,Low,9,1.0,0.0,0.0,4.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_ie|booking|109.76.25.173|Safari,2025-09-06,booking_ie,booking,109.76.25.173,Safari,0.4014587954396384,0.5744749402347208,0.4879668678371796,Low,5,1.0,0.0,0.0,34.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_de|booking|31.17.180.197|Safari,2025-09-06,booking_de,booking,31.17.180.197,Safari,0.45115807821413906,0.5234635320007559,0.4873108051074475,Low,12,1.0,0.0,0.0,7.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_uk|booking|92.239.246.169|Safari,2025-09-06,booking_uk,booking,92.239.246.169,Safari,0.40062546210630506,0.5567338761966282,0.47867966915146665,Low,5,1.0,0.0,0.0,35.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_de|booking|176.0.128.59|Chrome,2025-09-06,booking_de,booking,176.0.128.59,Chrome,0.38306288217210804,0.5734481682530737,0.47825552521259085,Low,6,1.0,0.0,0.0,46.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_de|booking|2.243.0.189|Safari,2025-09-06,booking_de,booking,2.243.0.189,Safari,0.44825786467577144,0.4616033062177795,0.45493058544677545,Low,11,1.0,0.0,0.0,8.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_it|booking|81.56.85.38|Chrome,2025-09-06,booking_it,booking,81.56.85.38,Chrome,0.4506254621063051,0.40824141760434196,0.42943343985532356,Low,5,1.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_uk|booking|86.150.105.220|Safari,2025-09-06,booking_uk,booking,86.150.105.220,Safari,0.4230628821721081,0.2863945626432539,0.354728722407681,Low,6,1.0,0.0,0.0,22.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_th|booking|182.232.123.53|Chrome,2025-09-06,booking_th,booking,182.232.123.53,Chrome,0.3447295488387747,0.2702932717358973,0.307511410287336,Low,6,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_it|booking|79.25.205.113|Safari,2025-09-06,booking_it,booking,79.25.205.113,Safari,0.3397295488387747,0.23214214328464955,0.28593584606171213,Low,6,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_pt|booking|77.54.114.13|Safari,2025-09-06,booking_pt,booking,77.54.114.13,Safari,0.34312546210630507,0.18257567000550984,0.26285056605590745,Low,5,0.0,0.0,0.0,9.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_uk|booking|86.187.168.83|Safari,2025-09-06,booking_uk,booking,86.187.168.83,Safari,0.46354024909900915,0.0,0.23177012454950457,Low,14,1.0,0.0,0.0,6.0,1,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-06|booking_hr|booking|188.129.81.189|Chrome,2025-09-06,booking_hr,booking,188.129.81.189,Chrome,0.35234625689180166,0.0009772097229748887,0.17666173330738827,Low,9,0.0,0.0,0.0,5.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
