cohort_key,date,site,partner,ip,user_agent,rule_score,iso_score,botness,risk_band,n_events,night_share,top_signature_share,repeat_ratio,gap_p50,max_run_lt_1s,cookie_rate,referrer_rate,http11_share,http2_share,ladder_sweep,hourly_entropy
2025-09-05|booking_de|booking|87.78.237.177|Safari,2025-09-05,booking_de,booking,87.78.237.177,Safari,0.41972954883877467,0.9456879840712806,0.6827087664550276,Medium,6,1.0,0.0,0.0,24.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_de|booking|109.41.115.180|Safari,2025-09-05,booking_de,booking,109.41.115.180,Safari,0.42812546210630503,0.9148565300636577,0.6714909960849814,Medium,5,1.0,0.0,0.0,18.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_pt|booking|82.154.130.81|Safari,2025-09-05,booking_pt,booking,82.154.130.81,Safari,0.40229212877297177,0.9137340587673846,0.6580130937701781,Medium,5,1.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_us|booking|96.241.245.243|Safari,2025-09-05,booking_us,booking,96.241.245.243,Safari,0.4413962155054414,0.86335991922835,0.6523780673668957,Medium,6,1.0,0.0,0.0,11.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_uk|booking|82.8.194.229|Safari,2025-09-05,booking_uk,booking,82.8.194.229,Safari,0.4213962155054414,0.877574776479506,0.6494854959924736,Medium,6,1.0,0.0,0.0,23.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_ch|booking|194.230.148.43|Chrome,2025-09-05,booking_ch,booking,194.230.148.43,Chrome,0.41539720580189726,0.8606968448225101,0.6380470253122037,Medium,7,1.0,0.0,0.0,27.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_nl|booking|62.250.141.116|Chrome,2025-09-05,booking_nl,booking,62.250.141.116,Chrome,0.40639621550544136,0.8599830561733787,0.63318963583941,Medium,6,1.0,0.0,0.0,32.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_de|booking|176.2.8.85|Safari,2025-09-05,booking_de,booking,176.2.8.85,Safari,0.4513962155054414,0.8016797000804735,0.6265379577929575,Medium,6,1.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_ca|booking|70.81.5.165|Chrome,2025-09-05,booking_ca,booking,70.81.5.165,Chrome,0.4373462568918017,0.814031408994072,0.6256888329429369,Medium,9,1.0,0.0,0.0,14.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_ie|booking|80.233.48.13|Chrome,2025-09-05,booking_ie,booking,80.233.48.13,Chrome,0.42734625689180167,0.8009846531133783,0.61416545500259,Medium,9,1.0,0.0,0.0,20.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_fr|booking|91.168.227.251|Chrome,2025-09-05,booking_fr,booking,91.168.227.251,Chrome,0.42039720580189727,0.7915772120563126,0.605987208929105,Medium,7,1.0,0.0,0.0,24.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_it|booking|5.94.7.236|Safari,2025-09-05,booking_it,booking,5.94.7.236,Safari,0.38562546210630505,0.79595777923284,0.5907916206695725,Medium,5,1.0,0.0,0.0,44.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_de|booking|176.0.128.59|Chrome,2025-09-05,booking_de,booking,176.0.128.59,Chrome,0.38306288217210804,0.7886627537522329,0.5858628179621705,Medium,6,1.0,0.0,0.0,46.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_es|booking|83.56.136.15|Chrome,2025-09-05,booking_es,booking,83.56.136.15,Chrome,0.43532280779082333,0.7249412895661775,0.5801320486785004,Medium,10,1.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_ie|booking|109.76.25.173|Safari,2025-09-05,booking_ie,booking,109.76.25.173,Safari,0.4014587954396384,0.7583813034396563,0.5799200494396474,Medium,5,1.0,0.0,0.0,34.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_uk|booking|92.239.246.169|Safari,2025-09-05,booking_uk,booking,92.239.246.169,Safari,0.40062546210630506,0.7436324425128867,0.5721289523095959,Medium,5,1.0,0.0,0.0,35.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_nl|booking|77.63.25.104|Safari,2025-09-05,booking_nl,booking,77.63.25.104,Safari,0.4540129235584684,0.6746017482813549,0.5643073359199117,Medium,9,1.0,0.0,0.0,4.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_de|booking|176.0.135.114|Safari,2025-09-05,booking_de,booking,176.0.135.114,Safari,0.40431945431351257,0.7238230817313175,0.564071268022415,Medium,8,1.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_es|booking|90.166.55.178|Chrome,2025-09-05,booking_es,booking,90.166.55.178,Chrome,0.4359861209801792,0.6759964387980155,0.5559912798890974,Medium,8,1.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_it|booking|158.47.219.47|Safari,2025-09-05,booking_it,booking,158.47.219.47,Safari,0.4356254621063051,0.6325989162702773,0.5341121891882912,Low,5,1.0,0.0,0.0,14.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_it|booking|81.56.85.38|Chrome,2025-09-05,booking_it,booking,81.56.85.38,Chrome,0.4506254621063051,0.5236433570510536,0.4871344095786794,Low,5,1.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_de|booking|31.17.180.197|Safari,2025-09-05,booking_de,booking,31.17.180.197,Safari,0.45115807821413906,0.49782047006852803,0.4744892741413336,Low,12,1.0,0.0,0.0,7.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_de|booking|2.243.0.189|Safari,2025-09-05,booking_de,booking,2.243.0.189,Safari,0.44825786467577144,0.4439240771576285,0.44609097091669997,Low,11,1.0,0.0,0.0,8.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_th|booking|182.232.123.53|Chrome,2025-09-05,booking_th,booking,182.232.123.53,Chrome,0.3447295488387747,0.39851538943010717,0.37162246913444097,Low,6,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_it|booking|79.25.205.113|Safari,2025-09-05,booking_it,booking,79.25.205.113,Safari,0.3397295488387747,0.3801680919623679,0.3599488204005713,Low,6,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_pt|booking|77.54.114.13|Safari,2025-09-05,booking_pt,booking,77.54.114.13,Safari,0.34312546210630507,0.31264082790585584,0.32788314500608046,Low,5,0.0,0.0,0.0,9.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_uk|booking|86.150.105.220|Safari,2025-09-05,booking_uk,booking,86.150.105.220,Safari,0.4230628821721081,0.22533763592663159,0.32420025904936983,Low,6,1.0,0.0,0.0,22.0,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_hr|booking|188.129.81.189|Chrome,2025-09-05,booking_hr,booking,188.129.81.189,Chrome,0.35234625689180166,0.21177481405313064,0.2820605354724661,Low,9,0.0,0.0,0.0,5.5,0,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
2025-09-05|booking_uk|booking|86.187.168.83|Safari,2025-09-05,booking_uk,booking,86.187.168.83,Safari,0.46354024909900915,0.0,0.23177012454950457,Low,14,1.0,0.0,0.0,6.0,1,0.0,0.0,0.0,0.0,False,7.626007666637631e-08
